Name,SMILES,pIC50,Reference
erbB2 kinase inhibitor 21,O=C([C@H](Oc1cccc2c1c(ncn2)Nc1ccc(c(c1)C)OCc1cnccc1C)C)N(C)C,5.096910013,"(Didziapetris & Lanevskij, 2016)"
CP-724714,CN1CCC(CC1)Oc1cccc2c1c(ncn2)Nc1ccc(c(c1)Cl)OCc1ccccn1,5.301029996,"(Didziapetris & Lanevskij, 2016)"
5-HT3 antagonist 48,O=C(c1cc(Cl)cc2c1nc(o2)N)NC1CN2CCC1CC2,5.318758763,"(Didziapetris & Lanevskij, 2016)"
5-HT3 antagonist 41,CN1C2CCCC1CC(C2)NC(=O)c1cccc2c1nc(o2)N1C(C)CNCC1C,5.193820026,"(Didziapetris & Lanevskij, 2016)"
5-HT3 antagonist 20,CN1C2CCCC1CC(C2)NC(=O)c1cccc2c1nc(o2)N1CCOCC1,5.853871964,"(Didziapetris & Lanevskij, 2016)"
5-HT3 antagonist 21,O=C(c1cccc2c1nc(o2)N1CCOCC1)NC1CN2CCC1CC2,5.494850022,"(Didziapetris & Lanevskij, 2016)"
5-HT3 antagonist 22,COc1ccccc1c1oc2c(n1)c(ccc2)C(=O)NC1CN2CCC1CC2,6.698970004,"(Didziapetris & Lanevskij, 2016)"
5-HT3 antagonist 23,COc1ccccc1c1oc2c(n1)c(ccc2)C(=O)NC1CC2CCCC(C1)N2C,6.397940009,"(Didziapetris & Lanevskij, 2016)"
5-HT3 antagonist 24,O=C(c1cccc2c1nc(o2)C1CC1)NC1CN2CCC1CC2,6.15490196,"(Didziapetris & Lanevskij, 2016)"
5-HT3 antagonist 25,CN1C2CCCC1CC(C2)NC(=O)c1cccc2c1nc(o2)C1CC1,6.698970004,"(Didziapetris & Lanevskij, 2016)"
5-HT3 antagonist 47,O=C(c1cccc2c1nc(o2)N)NC1CN2CCC1CC2,4.522878745,"(Didziapetris & Lanevskij, 2016)"
Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,4.522878745,"(Didziapetris & Lanevskij, 2016)"
Riluzole,Nc1nc2c(s1)cc(cc2)OC(F)(F)F,4.301029996,"(Didziapetris & Lanevskij, 2016)"
Afluzosin,COc1cc2nc(nc(c2cc1OC)N)N(CCCNC(=O)C1CCCO1)C,4.8569852,"(Didziapetris & Lanevskij, 2016)"
Adenosine A2A antagonist (14),O=C(Nc1nc(nc(c1)n1nc(cc1C)C)c1ccc(o1)C)COc1cccc(c1)CN(C)C,5.920818754,"(Didziapetris & Lanevskij, 2016)"
5-HT-6 receptor antagonist 1(6),CSc1nn2c(c1S(=O)(=O)c1ccccc1)nc(c1c2CCCC1)C,5.075720714,"(Didziapetris & Lanevskij, 2016)"
NET/SERT inhibitor 5b,C=CCN(C(=O)[C@]1(C[C@H]1CN)c1cccs1)CC,5,"(Didziapetris & Lanevskij, 2016)"
NET/SERT inhibitor 5c,C=CCN(C(=O)[C@]1(C[C@H]1CN)c1cccs1)CC=C,5,"(Didziapetris & Lanevskij, 2016)"
NET/SERT inhibitor 5d,C=CCN(C(=O)[C@]1(C[C@H]1CN)c1cccs1)C1CC1,5,"(Didziapetris & Lanevskij, 2016)"
NET/SERT inhibitor 5e,C=CCN(C(=O)[C@]1(C[C@H]1CN)c1cccs1)Cc1nccs1,5,"(Didziapetris & Lanevskij, 2016)"
NET/SERT inhibitor 5g,C#CCN(C(=O)[C@]1(C[C@H]1CN)c1cccs1)CC#C,5,"(Didziapetris & Lanevskij, 2016)"
NET/SERT inhibitor (2R-1),NCC1CC1(c1ccccc1)C(=O)N(CC)CC,5,"(Didziapetris & Lanevskij, 2016)"
JNJ-10280205,O=c1c2CN(C(c2[nH]c2c1cccc2)c1ccc2c(c1)CCO2)c1ncc(cn1)c1ccccn1,5.126098402,"(Didziapetris & Lanevskij, 2016)"
TD-8954,COC(=O)N1CCC(CC1)CN1CCC(CC1)CNC(=O)c1cccc2c1nc([nH]2)C(C)C,5,"(Didziapetris & Lanevskij, 2016)"
Androgen receptor regulator (1),N#Cc1ccc(cc1)CN1CCN(CC1)c1ccc2n(n1)c(nn2)C(F)(F)F,5.649751982,"(Didziapetris & Lanevskij, 2016)"
Androgen receptor regulator (5a),Fc1ccc(cc1)CN1CCN(CC1)c1ccc2n(n1)c(nn2)C(F)(F)F,4.970616222,"(Didziapetris & Lanevskij, 2016)"
Androgen receptor regulator (6a),Fc1ccc(cc1)C1(O)CCN(CC1)c1ccc2n(n1)c(nn2)C(F)(F)F,4.739928612,"(Didziapetris & Lanevskij, 2016)"
Androgen receptor regulator (6b),OC1(CCN(CC1)c1ccc2n(n1)c(nn2)C(F)(F)F)c1cccnc1,4.022276395,"(Didziapetris & Lanevskij, 2016)"
Androgen receptor regulator (8),Fc1ccc(cc1)CN1CCN(CC1)C1=Nn2c(CC1)nnc2C(F)(F)F,4.530177984,"(Didziapetris & Lanevskij, 2016)"
Androgen receptor regulator (10),Cn1nccc1CCOc1ccc(cc1)C1CCN(CC1)c1ccc2n(n1)c(nn2)C(F)(F)F,4.749579998,"(Didziapetris & Lanevskij, 2016)"
Androgen receptor regulator (11a),CC(=O)N1CCN(CC1)CCOc1ccc(cc1)C1CCN(CC1)c1ccc2n(n1)c(nn2)C(F)(F)F,5.698970004,"(Didziapetris & Lanevskij, 2016)"
Androgen receptor regulator (5b),Fc1cccc(c1F)CN1CCN(CC1)c1ccc2n(n1)c(nn2)C(F)(F)F,4,"(Didziapetris & Lanevskij, 2016)"
Androgen receptor regulator (11b),CC(=O)N1CCN(CC1)CCOc1ccc(cc1)C1(O)CCN(CC1)c1ccc2n(n1)c(nn2)C(F)(F)F,4,"(Didziapetris & Lanevskij, 2016)"
AZD3514,CC(=O)N1CCN(CC1)CCOc1ccc(cc1)C1CCN(CC1)C1=Nn2c(CC1)nnc2C(F)(F)F,4,"(Didziapetris & Lanevskij, 2016)"
Dofetilide analog 20,Nc1cc(CCCOc2ccc(cc2)C)nc(c1)CCCOc1ccc(cc1)C,6.835647144,"(Didziapetris & Lanevskij, 2016)"
SB-743921,NCCCN([C@@H](c1oc2cc(Cl)ccc2c(=O)c1Cc1ccccc1)C(C)C)C(=O)c1ccc(cc1)C,5.795880017,"(Didziapetris & Lanevskij, 2016)"
Kinesin spindle protein inhibitor 26,NCCCC(c1ccccc1)(c1ccccc1)c1ccc(cc1)OC,5.180456064,"(Didziapetris & Lanevskij, 2016)"
Kinesin spindle protein inhibitor 7,COc1ccc(cc1)C(c1ccccc1)(c1ccccc1)SC[C@@H](C(=O)O)N,4.602059991,"(Didziapetris & Lanevskij, 2016)"
Kinesin spindle protein inhibitor 34,NC(C(=O)O)CSC(c1ccc(c(c1)C)C)(c1ccccc1)c1ccccc1,4.602059991,"(Didziapetris & Lanevskij, 2016)"
Kinesin spindle protein inhibitor 36,CCc1cc(ccc1C)C(c1ccccc1)(c1ccccc1)SCC(C(=O)O)N,4.602059991,"(Didziapetris & Lanevskij, 2016)"
Kinesin spindle protein inhibitor 42,NC(C(=O)O)CCC(c1ccc(c(c1)C)C)(c1ccccc1)c1ccccc1,4.602059991,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 25,COCC(=O)NC1CCN(CC1)c1nc(C)c2c(n1)ccc(c2)NC(=O)/C=C/c1ccc(cc1)Cl,5.920818754,"(Didziapetris & Lanevskij, 2016)"
MCHR1 inhibitor 1,O=C(Nc1ccc2c(c1)c(C)nc(n2)N1CCC(CC1)(O)C1CC1)COc1ccc(cc1)OC(F)(F)F,6.15490196,"(Didziapetris & Lanevskij, 2016)"
MCHR1 inhibitor 22,CC(=O)CC1(O)CCN(CC1)c1nc(C)c2c(n1)ccc(c2)NC(=O)/C=C/c1ccc(cc1)Cl,6.045757491,"(Didziapetris & Lanevskij, 2016)"
MCHR1 inhibitor 28,OCCCNc1nc(C)c2c(n1)ccc(c2)NC(=O)/C=C/c1ccc(cc1)OC(F)(F)F,6.096910013,"(Didziapetris & Lanevskij, 2016)"
MCHR1 inhibitor 31,O=C(Nc1ccc2c(c1)c(C)nc(n2)NCCCNS(=O)(=O)C)/C=C/c1ccc(cc1)OC(F)(F)F,5.795880017,"(Didziapetris & Lanevskij, 2016)"
MCHR1 inhibitor 32,O=C(Nc1ccc2c(c1)c(C)nc(n2)NCCNC(=O)C1CC1)/C=C/c1ccc(cc1)OC(F)(F)F,6.22184875,"(Didziapetris & Lanevskij, 2016)"
MCHR1 inhibitor 33,O=C(Nc1ccc2c(c1)c(C)nc(n2)NCCCNC(=O)C1CC1)/C=C/c1ccc(cc1)OC(F)(F)F,5.744727495,"(Didziapetris & Lanevskij, 2016)"
MCHR1 inhibitor 35,O=C(Nc1ccc2c(c1)c(C)nc(n2)N1CCC(CC1)N1CCOCC1)/C=C/c1ccc(cc1)Cl,6.397940009,"(Didziapetris & Lanevskij, 2016)"
MCHR1 inhibitor 51,O=C(Nc1ccc2c(c1)c(C)nc(n2)N1CCC(CC1)NC(=O)C1CC1)/C=C/c1ccc(cc1)Cl,6,"(Didziapetris & Lanevskij, 2016)"
MCHR1 antagonist 38,O=C(Nc1ccc2c(c1)c(C)nc(n2)N1CCC(CC1)N1CCCC1)COc1ccc(cc1)Cl,6.346787486,"(Didziapetris & Lanevskij, 2016)"
MCHR1 inhibitor 39,O=C([C@H](Oc1ccc(cc1)Cl)C)Nc1ccc2c(c1)c(C)nc(n2)N1CC[C@H](CC1)N1CCCC1,6.397940009,"(Didziapetris & Lanevskij, 2016)"
MCHR1 inhibitor 42,O=C(Nc1ccc2c(c1)c(C)nc(n2)N1CCC(CC1)N1CCOCC1)COc1ccc(cc1)OC(F)(F)F,6.397940009,"(Didziapetris & Lanevskij, 2016)"
Ku-0063794,COc1ccc(cc1CO)c1ccc2c(n1)nc(nc2N1CCOCC1)N1C[C@H](C)O[C@H](C1)C,5.080921908,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 2,OCCNCc1cc(ccc1OC)c1ccc2c(n1)nc(nc2N1CCOCC1)N1C[C@H](C)O[C@H](C1)C,4.560667306,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 3,OCCNCc1cccc(c1)c1ccc2c(n1)nc(nc2N1CCOCC1)N1C[C@H](C)O[C@H](C1)C,4.886056648,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 4,CNCc1cccc(c1)c1ccc2c(n1)nc(nc2N1CCOCC1)N1C[C@H](C)O[C@H](C1)C,4.759450752,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 9,C[C@@H]1O[C@@H](C)CN(C1)c1nc2nc(cnc2c(n1)N1CCOC[C@H]1C)c1ccccc1,4.879426069,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 19,CNC(=O)c1cc(ccc1OC(F)F)c1ccc2c(n1)nc(nc2N1CCOC[C@H]1C)N1CCOC[C@H]1C,4.616184634,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 10,COc1ccc(cc1CO)c1ccc2c(n1)nc(nc2N1CCOC[C@H]1C)N1CC[C@H](C1)O,5.096910013,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 12,COC[C@H](c1nc2nc(ccc2c(n1)N1CCOC[C@H]1C)c1ccc(c(c1)CO)OC)NC,4.769551079,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 15,COc1ccc(cc1[C@@H](O)C)c1ccc2c(n1)nc(nc2N1CCOC[C@H]1C)N1CCOC[C@H]1C,4.4225082,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 16,COc1ccc(cc1C(=O)N)c1ccc2c(n1)nc(nc2N1CCOC[C@H]1C)N1CCOC[C@H]1C,4.494850022,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 17,CNC(=O)c1cc(ccc1OC)c1ccc2c(n1)nc(nc2N1CCOC[C@H]1C)N1CCOC[C@H]1C,4.494850022,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 18,COc1ccc(cc1C(=O)N(C)C)c1ccc2c(n1)nc(nc2N1CCOC[C@H]1C)N1CCOC[C@H]1C,4.494850022,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 20,C[C@@H]1COCCN1c1nc2nc(ccc2c(n1)N1CCOC[C@H]1C)c1ccc2c(c1)c(=O)[nH]cc2,4.494850022,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 22,OCCNC(=O)c1cccc(c1)c1ccc2c(n1)nc(nc2N1CCOC[C@H]1C)N1CCOC[C@H]1C,4.494850022,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 11,COc1ccc(cc1CO)c1ccc2c(n1)nc(nc2N1CCOC[C@H]1C)N1CCN(CC1)C,4.494850022,"(Didziapetris & Lanevskij, 2016)"
mTOR inhibitor 13,OCc1cc(ccc1OC)c1ccc2c(n1)nc(nc2N1CCOC[C@H]1C)n1cncc1,4.494850022,"(Didziapetris & Lanevskij, 2016)"
AVE-6971,COc1ccc2c(c1)c(ccn2)[C@H](CC[C@@H]1CCN(C[C@@H]1C(=O)O)CCSc1cccs1)O,4.705533774,"(Didziapetris & Lanevskij, 2016)"
NXL-101,COc1ccc2c(c1)c([C@H](CC[C@@H]1CCN(C[C@@H]1C(=O)O)CCSc1cccs1)O)c(cn2)F,4.628932138,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor 6,COc1ccc2c(c1)c(ccn2)[C@H](CC[C@@H]1CCN(C[C@@H]1C(=O)O)C1CC(C1)c1ccccc1)O,4.603800653,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor 8,COc1ccc2c(c1)c(ccn2)[C@H](CC[C@@H]1CCN(C[C@@H]1C(=O)O)C1CC(C1)c1ccccc1F)O,4.913640169,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor 9,COc1ccc2c(c1)c(ccn2)[C@H](CC[C@@H]1CCN(C[C@@H]1C(=O)O)C1CC(C1)c1cccc(c1)F)O,4.987162775,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor 10,COc1ccc2c(c1)c(ccn2)[C@H](CC[C@@H]1CCN(C[C@@H]1C(=O)O)C1CC(C1)c1c(F)cccc1F)O,4.322393047,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor 12,COc1ccc2c(c1)c(ccn2)[C@H](CC[C@@H]1CCN(C[C@@H]1C(=O)O)C1CC(C1)c1cc(F)ccc1F)O,5.001304842,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor 31,COc1ccc2c(c1)c(ccn2)[C@H](CC[C@@H]1CCN(C[C@@H]1C(=O)O)C1CC(C1)c1cc(F)cc(c1)F)O,5.143875556,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor 39,COc1ccc2c(c1)c(ccn2)[C@H](CC[C@@H]1CCN(C[C@@H]1C(=O)O)C1CC(C1)c1cc(F)cc(c1F)F)O,4.510041521,"(Didziapetris & Lanevskij, 2016)"
Aripiprazole,O=C1CCc2c(N1)cc(cc2)OCCCCN1CCN(CC1)c1cccc(c1Cl)Cl,6.196542884,"(Didziapetris & Lanevskij, 2016)"
CX-4945,Clc1cccc(c1)Nc1nc2cc(ccc2c2c1ccnc2)C(=O)O,3.872895202,"(Didziapetris & Lanevskij, 2016)"
Allocryptopine,COc1c(OC)ccc2c1CN(C)CCc1c(C(=O)C2)cc2c(c1)OCO2,4.304518324,"(Didziapetris & Lanevskij, 2016)"
Benzyltetrahydropalmatine,COc1cc2CCN3C(c2cc1OC)Cc1c(C3Cc2ccccc2)c(OC)c(cc1)OC,4.649751982,"(Didziapetris & Lanevskij, 2016)"
Caffeic acid phenethyl ester,O=C(/C=C/c1ccc(c(c1)O)O)OCCc1ccccc1,5,"(Didziapetris & Lanevskij, 2016)"
Jaspamide,C[C@@H]1OC(=O)C[C@@H](NC(=O)[C@@H](Cc2c(Br)[nH]c3c2cccc3)N(C)C(=O)[C@@H](NC(=O)[C@@H](C/C(=C/[C@@H](C1)C)/C)C)C)c1ccc(cc1)O,3.638272164,"(Didziapetris & Lanevskij, 2016)"
Rosiglitazone,O=C1NC(=O)C(S1)Cc1ccc(cc1)OCCN(c1ccccn1)C,4.725842151,"(Didziapetris & Lanevskij, 2016)"
Daurisoline,COc1cc2c(cc1OC)CCN([C@@H]2Cc1ccc(cc1)Oc1cc(ccc1O)C[C@H]1N(C)CCc2c1cc(O)c(c2)OC)C,5.017728767,"(Didziapetris & Lanevskij, 2016)"
Monodesmethyl cyamemazine,CNCC(CN1c2ccccc2Sc2c1cc(C#N)cc2)C,6.15490196,"(Didziapetris & Lanevskij, 2016)"
Cyamemazine sulfoxide,N#Cc1ccc2c(c1)N(CC(CN(C)C)C)c1c(S2=O)cccc1,5.815308569,"(Didziapetris & Lanevskij, 2016)"
AZD7009,O[C@@H](CN1CC2OC(C1)CN(C2)CCNC(=O)OC(C)(C)C)COc1ccc(cc1)C#N,6.22184875,"(Didziapetris & Lanevskij, 2016)"
5-HT4 antagonist (9),OC(=O)C(c1ccc(cc1)CN1CCC(CC1)COC(=O)c1c2OCCCn2c2c1cccc2)(C)C,4.161150909,"(Didziapetris & Lanevskij, 2016)"
Sunitinib,CCN(CCNC(=O)c1c(C)[nH]c(c1C)/C=C/1\C(=O)Nc2c1cc(F)cc2)CC,6.301029996,"(Didziapetris & Lanevskij, 2016)"
Crizotinib,Nc1ncc(cc1O[C@H](c1c(Cl)ccc(c1Cl)F)C)c1cnn(c1)C1CCNCC1,5.769551079,"(Didziapetris & Lanevskij, 2016)"
Nilotinib,Cc1ncn(c1)c1cc(NC(=O)c2ccc(c(c2)Nc2nccc(n2)c2cccnc2)C)cc(c1)C(F)(F)F,6.15490196,"(Didziapetris & Lanevskij, 2016)"
UNC569,CCCCNc1ncc2c(n1)n(CC1CCC(CC1)N)nc2c1ccc(cc1)F,5.769551079,"(Didziapetris & Lanevskij, 2016)"
Mer inhibitor (2),CCCCNc1ncc2c(n1)n(CC1CCC(CC1)N)nc2c1ccc(cc1)S(=O)(=O)NC,5.494850022,"(Didziapetris & Lanevskij, 2016)"
Mer inhibitor (10),CCCCNc1ncc2c(n1)n(nc2c1ccc(cc1)S(=O)(=O)NC)C1CCC(CC1)O,5,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (3b),Fc1ccc2c(c1)onc2C1CCN(CC1)CCCCOc1ccc2c(c1)oc(=O)cc2C,6.798602876,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (3g),COc1ccccc1N1CCN(CC1)CCCCOc1ccc2c(c1)oc(=O)cc2C,7.508638306,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (17a),O=c1oc2cc(OCCCCN3CCC(CC3)c3noc4c3ccc(c4)F)ccc2c(c1)c1ccccc1,6.086186148,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (17i),Fc1ccc2c(c1)onc2C1CCN(CC1)CCCCOc1ccc2c(c1)oc(=O)c(c2C)C,6.709965389,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (17m),Fc1ccc2c(c1)onc2C1CCN(CC1)CCCCOc1ccc2c(c1Cl)oc(=O)cc2C,5.79832982,"(Didziapetris & Lanevskij, 2016)"
Antipsychotic (17n),Fc1ccc2c(c1)onc2C1CCN(CC1)CCCCOc1ccc2c(c1C)oc(=O)cc2C,6.645891561,"(Didziapetris & Lanevskij, 2016)"
Tamoxifen,CC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCN(C)C)/c1ccccc1,6.70333481,"(Didziapetris & Lanevskij, 2016)"
Disopyramide,CC(N(C(C)C)CCC(c1ccccn1)(c1ccccc1)C(=O)N)C,5.015922966,"(Didziapetris & Lanevskij, 2016)"
"CP-101,606",Oc1ccc(cc1)[C@@H](CN1CC[C@](CC1)(O)c1ccc(cc1)F)O,6.22184875,"(Didziapetris & Lanevskij, 2016)"
Mineralcorticoid receptor antagonist (R-4b),N#Cc1ccc(cc1)N1N=C(C[C@@H]1c1ccc(cc1)c1ccc2c(c1)oc(=O)[nH]2)F,7.537602002,"(Didziapetris & Lanevskij, 2016)"
Renin inhibitor (32o),CC(C[C@H](c1ccc(cn1)F)NC(=O)C1CNC[C@@H](C1)N1CC(=O)N(CC1(C)C)c1ccccc1C)C,3.301029996,"(Didziapetris & Lanevskij, 2016)"
Renin inhibitor (32a),CC(C[C@H](c1ccccc1)NC(=O)C1CNC[C@@H](C1)N1CC(=O)N(CC1(C)C)c1ccccc1Cl)C,4.27572413,"(Didziapetris & Lanevskij, 2016)"
Renin inhibitor (32k),CC(C[C@H](c1ccc(cn1)F)NC(=O)C1CNC[C@@H](C1)N1CC(=O)N(CC1(C)C)c1ccccc1Cl)C,4.096910013,"(Didziapetris & Lanevskij, 2016)"
Napelline,CCN1C[C@]2(C)CC[C@@H](C34C1C(C[C@H]23)C12[C@H]4C[C@@H]([C@H](C1)C(=C)[C@H]2O)O)O,4.13667714,"(Didziapetris & Lanevskij, 2016)"
Karakoline,CCN1CC2(C)CCC(C34C1C(CC23)C1(O)CC(C2CC4C1C2O)OC)O,4.283996656,"(Didziapetris & Lanevskij, 2016)"
Senbusine A,COCC12CCC(C34C2C(O)C(C3N(C1)CC)C1(C2C4CC(C2O)C(C1)OC)O)O,4.096910013,"(Didziapetris & Lanevskij, 2016)"
Senbusine C,COC[C@]12CC[C@@H](C34[C@@H]2[C@@H](OC)C(C3N(C1)CC)[C@@]1([C@@H]2[C@H]4CC([C@@H]2O)[C@H]([C@@H]1O)OC)O)O,3.886056648,"(Didziapetris & Lanevskij, 2016)"
Aconosine,COC1CC2(O)C3C(C1CC3C13C4C2CC1C(CN4CC)CCC3OC)O,4.259637311,"(Didziapetris & Lanevskij, 2016)"
Delaconine,COC1CC2(O)C3C(C1CC3C13C4C2CC1C(CN4CC)CCC3OC)OC(=O)C,3.958607315,"(Didziapetris & Lanevskij, 2016)"
Acotoxinine,COC[C@]12CCC([C@@]34C2[C@@H](OC)[C@@H](C3N(C1)CC)[C@@]1(C2C4C[C@@]([C@@H]2O)(C(C1O)OC)O)OC(=O)c1ccc(c(c1)OC)OC)O,3.853871964,"(Didziapetris & Lanevskij, 2016)"
14-Deacetyl-18-demethyl-pubescenine,CCN1C[C@]2(CO)CCC([C@]34C1[C@](O)([C@@H](C23)O)[C@@]1(C2C4C[C@@H]([C@@H]2O)C(C1O)OC)OC)O,3.853871964,"(Didziapetris & Lanevskij, 2016)"
Delectinine,CO[C@@H]1C2[C@@]3(CO)CCC([C@@]42C([C@@]1(O)[C@@]1(O)CC([C@H]2CC4C1[C@H]2O)OC)N(C3)CC)OC,3.920818754,"(Didziapetris & Lanevskij, 2016)"
Songorine,CCN1CC2(C)CCC(C34C1C(CC23)C12C4CC(=O)C(C1)C(=C)C2O)O,4.187086643,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (1),Fc1ccc(c(c1)C(=O)Nc1ccc(cc1C)N1CCC(C1)N1CCCC1C)C,6.318758763,"(Didziapetris & Lanevskij, 2016)"
Histamine H3 antagonist (2p),CC1CCCN1C1CCN(C1)c1ccc(c(c1)C)NC(=O)c1ccccc1F,6,"(Didziapetris & Lanevskij, 2016)"
Triple reuptake inhibitor (9a),CCOC(=O)CN(c1ccc(c(c1)Cl)Cl)C1CCNCC1,6,"(Didziapetris & Lanevskij, 2016)"
Triple reuptake inhibitor (4a),CCOCN(c1ccc(c(c1)Cl)Cl)C1CCNCC1,5.823908741,"(Didziapetris & Lanevskij, 2016)"
Triple reuptake inhibitor (6a),CCSCN(c1ccc(c(c1)Cl)Cl)C1CCNCC1,6.096910013,"(Didziapetris & Lanevskij, 2016)"
Triple reuptake inhibitor (7a),Clc1ccc(cc1Cl)N(C1CCNCC1)CS(=O)(=O)C,3.920818754,"(Didziapetris & Lanevskij, 2016)"
Triple reuptake inhibitor (10a),O=C(N(C)C)CN(c1ccc(c(c1)Cl)Cl)C1CCNCC1,4.124938737,"(Didziapetris & Lanevskij, 2016)"
Enecadin,Fc1ccc(cc1)c1cc(OCCCCCN2CCCCC2)nc(n1)C,6.15490196,"(Didziapetris & Lanevskij, 2016)"
Crobenetine,C[C@@H](CN1CC[C@@]2(C([C@H]1Cc1c2cccc1O)(C)C)C)OCc1ccccc1,6.346787486,"(Didziapetris & Lanevskij, 2016)"
SUN N8075,O[C@@H](CN1CCN(CC1)c1ccc(cc1)Cc1ccc(cc1)F)COc1cc(C)c(c(c1C)C)N,6.522878745,"(Didziapetris & Lanevskij, 2016)"
Sodium channel blocker (11c),C1CCC(CC1)C1CN(CC1NCC1CCCCC1)Cc1ccccc1,6.096910013,"(Didziapetris & Lanevskij, 2016)"
Sodium channel blocker (11d),C1CCC(CC1)C1CN(CC1NC1CCCCC1)Cc1ccccc1,5.721246399,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor (49d),COc1ccc2c(n1)c(c(nc2)F)[C@@H]([C@@H]([C@@H]1CC[C@H](CO1)NCc1ncc2c(c1)OCCO2)O)O,4.045757491,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor (49f),COc1ccc2c(n1)c(c(nc2)F)[C@@H]([C@@H]([C@@H]1CC[C@H](CO1)NCc1nnc2c(c1)SCCO2)O)O,4,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor (48f),COc1cnc2c(n1)c(c(cc2)F)[C@@H]([C@@H]([C@@H]1CC[C@H](CO1)NCc1nnc2c(c1)SCCO2)O)O,4,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor (29c),COc1ccc2c(n1)c(ccn2)NC(=O)[C@@H]1CC[C@H](CO1)NCc1ccc2c(n1)NC(=O)CS2,6.301029996,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor (30c),COc1ccc2c(n1)c(ccn2)C(C[C@@H]1CC[C@H](CO1)NCc1ccc2c(n1)NC(=O)CS2)O,6.301029996,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor (34c),COc1ccc2c(n1)c(ccn2)CC[C@@H]1CC[C@H](CO1)NCc1ccc2c(n1)NC(=O)CS2,6.301029996,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor (31c),COc1ccc2c(n1)c(ccn2)/C=C/[C@@H]1CC[C@H](CO1)NCc1ccc2c(n1)NC(=O)CS2,6.22184875,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor (31d),COc1ccc2c(n1)c(ccn2)/C=C/[C@@H]1CC[C@H](CO1)NCc1ncc2c(c1)OCCO2,5.853871964,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor (47c),COc1ccc2c(c1)c(c(cn2)F)[C@@H]([C@@H]([C@@H]1CC[C@H](CO1)NCc1ccc2c(n1)NC(=O)CS2)O)O,4.251811973,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor (48d),COc1cnc2c(n1)c(c(cc2)F)[C@@H]([C@@H]([C@@H]1CC[C@H](CO1)NCc1ncc2c(c1)OCCO2)O)O,4.096910013,"(Didziapetris & Lanevskij, 2016)"
Topoisomerase inhibitor (49e),COc1ccc2c(n1)c(c(nc2)F)[C@@H]([C@@H]([C@@H]1CC[C@H](CO1)NCc1ncc2c(c1)SCCO2)O)O,4.366531544,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist (6e),Clc1cccc(c1)[C@@H]1CN(C(=O)N1C1CCN(CC1)Cc1ccc(nc1C)Oc1ccc(cc1)C(=O)O)C1CCOCC1,5.004364805,"(Didziapetris & Lanevskij, 2016)"
CCR5 antagonist (6k),O=C1N(C[C@H](N1C1CCN(CC1)Cc1ccc(nc1C)Oc1ccc(cc1)C(=O)N)c1ccccc1)C1CCOCC1,4.744727495,"(Didziapetris & Lanevskij, 2016)"
