Name,pIC50,Training.Test
CHEMBL531475,5.522878745,Training
CHEMBL2380440,5.045757491,Training
CHEMBL551543,5.310691141,Training
CHEMBL551684,4.931814138,Test
CHEMBL3099958,5.958607315,Training
CHEMBL562722,5.15490196,Training
CHEMBL470840,5.13667714,Training
CHEMBL3120280,5.552841969,Test
CHEMBL4456312,5.27572413,Training
CHEMBL519193,5.048176965,Training
CHEMBL4071329,5.823908741,Test
CHEMBL4071345,5.420216403,Training
CHEMBL4070542,4.718966633,Training
CHEMBL1834854,7.958607315,Training
CHEMBL250328,5.226213555,Training
CHEMBL2382372,4.510041521,Training
CHEMBL4164328,4.499999953,Training
CHEMBL4173454,5.050609993,Training
CHEMBL4206650,5.055517328,Training
CHEMBL3906229,5.055517328,Test
CHEMBL556183,5.366531544,Training
CHEMBL1834717,5.327902142,Training
CHEMBL1834645,5.301029996,Training
CHEMBL1834634,5.602059991,Training
CHEMBL1834757,5.599999383,Training
CHEMBL1835058,5.599999383,Training
CHEMBL1835068,5.499999679,Training
CHEMBL520502,4.436518915,Test
CHEMBL521509,4.777283529,Training
CHEMBL4640515,5.259637311,Training
CHEMBL1289715,5.100000128,Training
CHEMBL1290147,4.900000142,Training
CHEMBL1289268,5.200000237,Training
CHEMBL1289609,5.700000504,Training
CHEMBL554299,4.721246399,Training
CHEMBL563593,4.795880017,Training
CHEMBL467533,4.958607315,Training
CHEMBL567,5.375099398,Training
CHEMBL607,4.119999986,Training
CHEMBL1289053,5.070581074,Training
CHEMBL1834853,7.795880017,Training
CHEMBL1834791,4.744727495,Training
CHEMBL2092884,4.494850022,Training
CHEMBL1834784,5.387216143,Training
CHEMBL1834781,4.698970004,Training
CHEMBL1834721,5.119186408,Training
CHEMBL1829612,5.522878745,Training
CHEMBL1952100,5.187086643,Training
CHEMBL1091069,5.522878745,Test
CHEMBL1092495,6.619788758,Training
CHEMBL1092765,5.638272164,Training
CHEMBL1088949,5.318758763,Test
CHEMBL1089701,4.829738285,Training
CHEMBL1093053,4.522878745,Training
CHEMBL443476,7.055517328,Test
CHEMBL53661,6.863279433,Test
CHEMBL1272016,6.698970004,Training
CHEMBL4204675,5.585026652,Training
CHEMBL4203192,4.522878745,Training
CHEMBL225318,6.102372909,Test
CHEMBL409229,6.37675071,Test
CHEMBL4161555,8.374687549,Training
CHEMBL206115,5.251811973,Training
CHEMBL458953,5.408935393,Training
CHEMBL4238063,5.818156412,Training
CHEMBL2170611,5.15490196,Training
CHEMBL382851,5.585026652,Training
CHEMBL3681314,5.065501549,Training
CHEMBL3895337,5.161150909,Test
CHEMBL1800772,5.638272164,Training
CHEMBL2440383,4.729088361,Training
CHEMBL2440410,5.331614083,Training
CHEMBL4,2.850000001,Training
CHEMBL845,5.349999603,Test
CHEMBL517,4.040000019,Training
CHEMBL3093954,5.728623128,Training
CHEMBL3093970,5.459670525,Training
CHEMBL512185,6.30980392,Training
CHEMBL243860,6.900008766,Training
CHEMBL244086,6.900008766,Training
CHEMBL239724,4.499999953,Training
CHEMBL239299,5.800000875,Test
CHEMBL238871,4.900000142,Training
CHEMBL392354,4.600000075,Training
CHEMBL239744,5.400000186,Training
CHEMBL536991,4.499999953,Training
CHEMBL4062770,5.393618635,Test
CHEMBL214768,5.080921908,Training
CHEMBL96153,6.599997654,Test
CHEMBL523671,5.787812396,Training
CHEMBL495074,6.191789027,Training
CHEMBL493078,5.769551079,Training
CHEMBL523167,6.431798276,Training
CHEMBL429849,6.073657553,Training
CHEMBL258246,7.346787486,Training
CHEMBL1290706,5.700000504,Training
CHEMBL4434717,4.721246399,Training
CHEMBL539863,5.677780705,Training
CHEMBL521022,5.096910013,Training
CHEMBL406028,1.19,Training
CHEMBL402450,1.69,Training
CHEMBL411651,4.820000071,Training
CHEMBL79,3.579999999,Training
CHEMBL1289623,5.698970004,Test
CHEMBL48029,6.886056648,Training
CHEMBL4092509,5.311580178,Training
CHEMBL251142,5.017728767,Training
CHEMBL382165,4.958607315,Test
CHEMBL2441636,4.723538196,Test
CHEMBL2443278,5.638272164,Training
CHEMBL223943,5.850780887,Training
CHEMBL387929,5.444905551,Training
CHEMBL426009,5.756961951,Training
CHEMBL376779,5.312471039,Test
CHEMBL3422238,5.30980392,Training
CHEMBL3422244,4.707743929,Test
CHEMBL392713,4.900000142,Training
CHEMBL239300,4.600000075,Training
CHEMBL3805081,5.838631998,Training
CHEMBL3805989,5.723538196,Test
CHEMBL3794101,4.585026652,Training
CHEMBL3793857,5.193820026,Training
CHEMBL1766528,7.30980392,Training
CHEMBL3221110,7.431798276,Training
CHEMBL3221126,4.120330794,Training
CHEMBL3221131,5.896196279,Training
CHEMBL3221133,6.795880017,Training
CHEMBL3765022,4.823908741,Test
CHEMBL1649933,5.301029996,Training
CHEMBL3774911,5.899998417,Test
CHEMBL3775097,6.599997654,Training
CHEMBL3775294,6,Training
CHEMBL1290707,6,Training
CHEMBL3219269,5.721246399,Training
CHEMBL255431,6.387216143,Training
CHEMBL3093960,5.602059991,Test
CHEMBL394144,4.700000069,Training
CHEMBL1289283,5.602059991,Training
CHEMBL3963783,6.219999702,Training
CHEMBL2424931,3.913640169,Training
CHEMBL401476,5.337242168,Training
CHEMBL4094682,4.337242168,Training
CHEMBL3703025,4.494850022,Training
CHEMBL4435231,5.397940009,Training
CHEMBL4454640,5.113509275,Training
CHEMBL4521058,5,Training
CHEMBL4441179,5.602059991,Training
CHEMBL225261,5.27083521,Test
CHEMBL3219001,5.769551079,Training
CHEMBL210537,6.522878745,Test
CHEMBL209821,5.420216403,Training
CHEMBL409648,7,Test
CHEMBL3343216,6.677780705,Training
CHEMBL4459919,4.300162274,Training
CHEMBL3237564,5.100000128,Test
CHEMBL1084402,5.958607315,Test
CHEMBL1093052,4.714442691,Training
CHEMBL574655,5.720000164,Training
CHEMBL3314424,4.684029655,Training
CHEMBL559593,6.318758763,Training
CHEMBL2440384,4.366834646,Training
CHEMBL4209441,4.619788758,Training
CHEMBL4216862,5.022276395,Training
CHEMBL4211893,4.869666232,Training
CHEMBL3408392,5.167491087,Training
CHEMBL1173634,6.15490196,Training
CHEMBL1172998,5.698970004,Training
CHEMBL2021601,4.552841969,Training
CHEMBL3425807,4.522878745,Training
CHEMBL593521,7.619788758,Training
CHEMBL550063,4.935954037,Training
CHEMBL4441232,4.920818754,Test
CHEMBL4475317,4.853871964,Test
CHEMBL4437791,5.585026652,Training
CHEMBL4588314,5.721246399,Training
CHEMBL479241,5.958607315,Test
CHEMBL466308,4.698970004,Training
CHEMBL3425798,4.590066877,Training
CHEMBL3425805,4.515700161,Training
CHEMBL3425931,4.549750892,Training
CHEMBL434394,5.200000237,Training
CHEMBL1089359,5.040958608,Test
CHEMBL2069922,4.581698709,Test
CHEMBL564922,4.976089394,Test
CHEMBL563700,4.897806492,Test
CHEMBL562898,5.460547508,Training
CHEMBL561138,4.144686835,Training
CHEMBL559414,6.378823718,Training
CHEMBL561339,4.246416941,Training
CHEMBL563005,4.588380294,Training
CHEMBL497999,6.22184875,Training
CHEMBL470951,4.886056648,Test
CHEMBL2380448,5.045757491,Training
CHEMBL2380449,5.119186408,Training
CHEMBL17423,5.959999286,Training
CHEMBL475534,5,Training
CHEMBL157101,5.720000164,Training
CHEMBL370805,5.139999976,Test
CHEMBL2164565,4.629999966,Training
CHEMBL494472,5.741362717,Training
CHEMBL495073,6.232844134,Training
CHEMBL492449,6.42136079,Training
CHEMBL2152525,4.499999953,Training
CHEMBL2180842,4.801342913,Training
CHEMBL2180841,5.88941029,Training
CHEMBL556300,4.468521083,Training
CHEMBL2158776,5,Training
CHEMBL2158771,5.300000202,Test
CHEMBL2158770,4.900000142,Test
CHEMBL2158827,4.499999953,Training
CHEMBL2158824,4.499999953,Training
CHEMBL2158823,4.499999953,Training
CHEMBL456171,6.70333481,Training
CHEMBL522793,6.30980392,Training
CHEMBL490949,6.30980392,Training
CHEMBL519355,4.468521083,Training
CHEMBL479252,5.602059991,Training
CHEMBL3408385,4.754487332,Training
CHEMBL472125,4.698970004,Training
CHEMBL487827,4.958607315,Training
CHEMBL2436978,4.677780705,Training
CHEMBL55826,5.091514981,Training
CHEMBL572537,5.110000065,Training
CHEMBL3290012,5.397940009,Test
CHEMBL558726,5.100726813,Test
CHEMBL558533,4.832682665,Test
CHEMBL559691,4.707743929,Training
CHEMBL559329,5.402304814,Training
CHEMBL2059305,5.356547324,Training
CHEMBL3221107,6.677780705,Training
CHEMBL2022938,5.200000237,Test
CHEMBL2022941,5.100000128,Training
CHEMBL2021948,5,Training
CHEMBL2023918,4.600000075,Training
CHEMBL2023922,4.600000075,Training
CHEMBL2012958,4.27572413,Training
CHEMBL2036268,4.408935393,Training
CHEMBL2058831,4.872895202,Training
CHEMBL561882,5.166916666,Training
CHEMBL564226,6.045757491,Training
CHEMBL568522,4.419999996,Test
CHEMBL560283,5.511449283,Training
CHEMBL255312,7.173925197,Training
CHEMBL518431,6.148741651,Test
CHEMBL571013,6.080921908,Training
CHEMBL558863,5.665546249,Training
CHEMBL562905,4.853871964,Training
CHEMBL561584,4.575118363,Training
CHEMBL564144,5.853871964,Test
CHEMBL2158830,5,Test
CHEMBL523204,6.518557371,Training
CHEMBL2031966,6.180456064,Training
CHEMBL2031985,6.337242168,Test
CHEMBL2031990,6.124938737,Test
CHEMBL2403550,5.958607315,Training
CHEMBL2403549,5.744727495,Training
CHEMBL2069423,4.800000053,Training
CHEMBL568503,4.950000176,Training
CHEMBL1834798,4.638272164,Test
CHEMBL495095,4.772113295,Training
CHEMBL1760222,6.22184875,Test
CHEMBL1760226,7.327902142,Training
CHEMBL1760237,7.251811973,Training
CHEMBL1760250,6.853871964,Test
CHEMBL1079313,6.744727495,Training
CHEMBL2204270,5,Training
CHEMBL2409181,4.958607315,Training
CHEMBL2409175,4.677780705,Training
CHEMBL520942,5.045757491,Training
CHEMBL3237571,5.899998417,Training
CHEMBL494480,4.107905397,Training
CHEMBL493053,5.718966633,Training
CHEMBL4297615,4.124938737,Test
CHEMBL467473,5.698970004,Training
CHEMBL563052,5.327902142,Training
CHEMBL4591633,5.091514981,Training
CHEMBL4455068,6.443697499,Training
CHEMBL4454454,5.823908741,Test
CHEMBL3120281,5.167491087,Training
CHEMBL1289714,5.400000186,Training
CHEMBL1289386,6.099999035,Training
CHEMBL1289834,4.785156152,Test
CHEMBL1289515,5.045757491,Training
CHEMBL1289726,5.48148606,Training
CHEMBL471299,4.769551079,Training
CHEMBL512520,5.107905397,Training
CHEMBL60889,5.318758763,Training
CHEMBL243897,7.199970641,Test
CHEMBL243709,5.700000504,Training
CHEMBL244945,6.799998135,Training
CHEMBL397222,8,Test
CHEMBL1289516,5.744727495,Training
CHEMBL253869,5.431798276,Training
CHEMBL4582849,5.106238238,Training
CHEMBL1834783,5.853871964,Training
CHEMBL1834780,5.602059991,Training
CHEMBL1834779,5.431798276,Training
CHEMBL1834651,5.721246399,Training
CHEMBL1834632,5.958607315,Training
CHEMBL485242,5.13667714,Training
CHEMBL464600,4.49757288,Training
CHEMBL484754,4.730487056,Training
CHEMBL3099947,5.420216403,Training
CHEMBL1280,6.698970004,Training
CHEMBL4283367,5.22184875,Training
CHEMBL1172199,5.161150909,Training
CHEMBL1171649,4.698970004,Training
CHEMBL3794292,4.30980392,Training
CHEMBL2022503,5.100000128,Training
CHEMBL2023920,4.700000069,Training
CHEMBL2023916,5.100000128,Training
CHEMBL2023923,4.800000053,Training
CHEMBL560289,4.835647144,Test
CHEMBL551886,5.385102784,Test
CHEMBL550535,5.412289035,Training
CHEMBL2024382,4.866461092,Test
CHEMBL480130,4.823908741,Training
CHEMBL2337979,5.387216143,Training
CHEMBL563791,4.896196279,Training
CHEMBL3359237,5.812479279,Test
CHEMBL245119,5.599999383,Training
CHEMBL494275,6.11577123,Test
CHEMBL492448,6.335358024,Test
CHEMBL3263279,4.366531544,Training
CHEMBL255644,5.698970004,Training
CHEMBL409849,4.84999986,Training
CHEMBL3408395,5.337242168,Test
CHEMBL3408396,5.468521083,Test
CHEMBL2180033,4.906578315,Training
CHEMBL2180031,4.756961951,Training
CHEMBL3634813,5.424812155,Training
CHEMBL3707392,5.244125144,Test
CHEMBL221906,6.48148606,Test
CHEMBL3754258,5.431798276,Training
CHEMBL4168533,5.091514981,Training
CHEMBL4127800,5.920818754,Training
CHEMBL3892956,4.552841969,Training
CHEMBL3974814,5.065501549,Training
CHEMBL22,3.620000003,Test
CHEMBL1088,6.490004908,Test
CHEMBL492620,6.769551079,Training
CHEMBL572996,6.386158178,Training
CHEMBL556312,7.628932138,Training
CHEMBL559251,5.259637311,Training
CHEMBL561594,5.173925197,Test
CHEMBL2031967,6.886056648,Training
CHEMBL2031975,6.086186148,Training
CHEMBL1834652,5.119186408,Training
CHEMBL1834648,5.13076828,Training
CHEMBL1834647,5.346787486,Training
CHEMBL1834643,4.494850022,Training
CHEMBL1834642,4.494850022,Training
CHEMBL1834641,4.602059991,Test
CHEMBL1170071,4.698970004,Test
CHEMBL487445,6,Training
CHEMBL550050,5.318758763,Training
CHEMBL563779,5.420216403,Training
CHEMBL560386,5.30980392,Training
CHEMBL556100,6.327902142,Training
CHEMBL466702,5.30980392,Test
CHEMBL557257,5.348237553,Training
CHEMBL562478,5.372326968,Test
CHEMBL454642,5.102372909,Training
CHEMBL488248,5.537602002,Training
CHEMBL551208,4.508638306,Training
CHEMBL2059306,5.13667714,Training
CHEMBL3609638,5.73754891,Training
CHEMBL197304,7.397940009,Training
CHEMBL381533,4.48148606,Training
CHEMBL3617353,6.045757491,Training
CHEMBL2391994,4.161150909,Test
CHEMBL3612809,4.744727495,Training
CHEMBL3822962,4.769551079,Training
CHEMBL3822651,4.769551079,Training
CHEMBL3926412,4.300000029,Training
CHEMBL3898341,5.599999383,Training
CHEMBL470753,5.698970004,Training
CHEMBL456172,4.500312917,Training
CHEMBL484931,4.866461092,Training
CHEMBL520463,4.048662481,Training
CHEMBL1779009,5.064492734,Training
CHEMBL1779013,4.568636236,Training
CHEMBL1835066,5.100000128,Training
CHEMBL1835069,5.100000128,Training
CHEMBL476130,5.630784143,Training
CHEMBL523305,5.214670165,Training
CHEMBL515919,5.37675071,Training
CHEMBL1829603,4.455931956,Training
CHEMBL1829627,4.431798276,Training
CHEMBL1829625,4.638272164,Training
CHEMBL1829621,5.207608311,Training
CHEMBL3084777,6.397940009,Training
CHEMBL3084778,6.698970004,Training
CHEMBL4460621,4.585026652,Training
CHEMBL4212656,4.638272164,Test
CHEMBL4213196,4.619788758,Training
CHEMBL3948167,5.529999886,Training
CHEMBL3958201,6.530001358,Test
CHEMBL3950254,6.180002266,Training
CHEMBL2207663,5,Training
CHEMBL2207664,5.300000202,Training
CHEMBL2207658,5.499999679,Test
CHEMBL2207654,6,Training
CHEMBL2021936,4.900000142,Training
CHEMBL2017593,5.251811973,Training
CHEMBL3922838,5.499999679,Training
CHEMBL2440396,4.939679971,Test
CHEMBL3093953,6.754487332,Training
CHEMBL3093985,5.948076084,Training
CHEMBL3093983,5.978810701,Training
CHEMBL403033,6.663540266,Training
CHEMBL255513,6.649751982,Test
CHEMBL3359234,6.022276395,Training
CHEMBL1272072,6.15490196,Training
CHEMBL565007,6,Training
CHEMBL2435853,5.004364805,Training
CHEMBL2059318,5.468521083,Test
CHEMBL2059324,5.468521083,Test
CHEMBL1084401,6.494850022,Training
CHEMBL3422007,5.13667714,Test
CHEMBL2069401,5.100000128,Training
CHEMBL2069408,4.600000075,Training
CHEMBL2069503,6.13667714,Training
CHEMBL2177582,5.15490196,Training
CHEMBL393718,5.455931956,Training
CHEMBL2069424,5,Training
CHEMBL439304,7.599980365,Training
CHEMBL225240,5.591760035,Test
CHEMBL225311,5.127261173,Training
CHEMBL224968,5.560667306,Training
CHEMBL225336,5.101823517,Test
CHEMBL223999,5.677780705,Training
CHEMBL195232,4.578396073,Training
CHEMBL243708,6.499996932,Training
CHEMBL244277,6.299997603,Training
CHEMBL1829624,5,Training
CHEMBL1829611,5.823908741,Test
CHEMBL1829634,4.931814138,Test
CHEMBL2440387,3.378460227,Training
CHEMBL2031976,5.552841969,Training
CHEMBL408483,0.02,Training
CHEMBL2022737,5.700000504,Training
CHEMBL2022740,4.800000053,Training
CHEMBL2023926,4.800000053,Test
CHEMBL1091782,5.769551079,Training
CHEMBL454879,5.366531544,Training
CHEMBL455681,5.537602002,Training
CHEMBL487064,5.552841969,Training
CHEMBL1258006,4.26760624,Training
CHEMBL214323,5.769551079,Training
CHEMBL2204260,4.619788758,Training
CHEMBL2204253,5.008773924,Training
CHEMBL2204242,4.903089987,Training
CHEMBL550818,7.537602002,Test
CHEMBL1214595,4.928117993,Training
CHEMBL172,5.585026652,Training
CHEMBL2325436,5.180456064,Training
CHEMBL2180840,5.511449283,Training
CHEMBL2180026,4.721246399,Test
CHEMBL598194,5.281083314,Training
CHEMBL2059310,5.200659451,Training
CHEMBL1289399,5.853871964,Training
CHEMBL1289054,6.096910013,Training
CHEMBL3093967,5.450628848,Training
CHEMBL494350,5.795880017,Training
CHEMBL466222,5.408935393,Training
CHEMBL466252,6.420216403,Training
CHEMBL52794,5.341988603,Training
CHEMBL521851,4.193820026,Training
CHEMBL3699563,6.236572006,Test
CHEMBL438876,4.769551079,Training
CHEMBL4070728,5.420216403,Training
CHEMBL4075908,5.457174573,Training
CHEMBL271606,6.22184875,Training
CHEMBL250877,5.27572413,Training
CHEMBL251241,6.096910013,Test
CHEMBL481863,6,Training
CHEMBL1829631,4.602059991,Training
CHEMBL404851,5.065501549,Training
CHEMBL247840,5.48148606,Training
CHEMBL1235110,5.499999679,Test
CHEMBL3121667,6.099999035,Test
CHEMBL2022730,4.900000142,Training
CHEMBL2022732,4.700000069,Training
CHEMBL2022736,4.800000053,Training
CHEMBL3609641,5.058488567,Training
CHEMBL2107383,5.15490196,Training
CHEMBL468504,6.004364805,Training
CHEMBL468301,5.823908741,Training
CHEMBL468302,5.455931956,Training
CHEMBL512896,4.397940009,Training
CHEMBL382587,5.886056648,Training
CHEMBL206845,4.677780705,Training
CHEMBL203230,4.397940009,Training
CHEMBL557718,5.207608311,Training
CHEMBL490937,5.468521083,Training
CHEMBL1289833,4.795880017,Training
CHEMBL641,5.677780705,Training
CHEMBL3787051,6.301029996,Training
CHEMBL52832,6.337242168,Training
CHEMBL480131,4.698970004,Training
CHEMBL245118,6.599997654,Training
CHEMBL243859,6.099999035,Training
CHEMBL244275,6.499996932,Training
CHEMBL550876,5.742321425,Training
CHEMBL558928,5.511449283,Training
CHEMBL557932,6.045757491,Test
CHEMBL2164393,5.13667714,Training
CHEMBL273235,6.690369833,Test
CHEMBL2147021,5.568636236,Test
CHEMBL2147022,5.366531544,Training
CHEMBL2147024,5.958607315,Training
CHEMBL568361,6.27572413,Training
CHEMBL2177916,6.301029996,Training
CHEMBL2177907,5.769551079,Test
CHEMBL2177309,5.244125144,Training
CHEMBL1837041,4.512861625,Training
CHEMBL1760003,5.987162775,Training
CHEMBL255857,4.913640169,Training
CHEMBL301454,6.173925197,Training
CHEMBL62152,6.823908741,Training
CHEMBL1169701,5,Training
CHEMBL2147023,4.522878745,Training
CHEMBL2158777,5.200000237,Training
CHEMBL2158828,4.499999953,Test
CHEMBL2204269,4.358525889,Training
CHEMBL1642475,8.769551079,Test
CHEMBL237793,5.958607315,Training
CHEMBL2059315,4.337242168,Training
CHEMBL3093984,6.614393726,Training
CHEMBL1834788,4.568636236,Training
CHEMBL1834719,5.040958608,Training
CHEMBL1834638,4.619788758,Training
CHEMBL1834635,6.075720714,Training
CHEMBL1834631,5.920818754,Training
CHEMBL1834758,5.800000875,Training
CHEMBL1835059,5.800000875,Test
CHEMBL246259,5.180456064,Training
CHEMBL245844,5.070581074,Training
CHEMBL250127,6.026872146,Training
CHEMBL2177917,5.420216403,Test
CHEMBL2177906,4.958607315,Training
CHEMBL2171016,5.400000186,Training
CHEMBL2171035,4.900000142,Training
CHEMBL3775598,5.700000504,Training
CHEMBL3775618,5.700000504,Training
CHEMBL1092126,6.040958608,Training
CHEMBL3237560,4.800000053,Training
CHEMBL2321998,4.958607315,Training
CHEMBL2321995,5.119186408,Training
CHEMBL499555,5.27417001,Training
CHEMBL453894,6.455931956,Training
CHEMBL2164374,4.853871964,Training
CHEMBL3593771,4.872895202,Training
CHEMBL3609624,5.492144128,Training
CHEMBL3609627,5.801342913,Training
CHEMBL3609629,5.12090412,Training
CHEMBL3609632,4.742321425,Training
CHEMBL3609634,5.32330639,Training
